Ngày đặt hàng,Mã đơn hàng,Barcode,Tên sản phẩm,Tên phân loại hàng,Số lượng,Giá bán thực,Người Mua,Phương thức thanh toán,Tỉnh/Thành phố,Hủy bởi,Hủy với lý do,Trạng thái Trả hàng/Hoàn tiền,Thời gian hoàn thành đơn hàng
03/04/2024,240403QSEAF2M9,196969022228,NIKE ZOOM MERCURIAL SUPERFLY 9 ACADEMY TF - DJ5629-300 - XANH LÁ/TÍM,39,1,1990000,phuongcth,Thanh toán khi nhận hàng,Bình Phước,,,,08/04/2024
03/04/2024,240403QWYCVRU6,CBVOCTTHF-1,VỚ CHỐNG TRƯỢT THF - MÀU NGẪU NHIÊN,Combo 3 vớ,1,90000,nru9szbdxd,Thanh toán khi nhận hàng,Lâm Đồng,,,,09/04/2024
03/04/2024,240403R35GQHFM,196969025298,NIKE TIEMPO LEGEND 10 PRO TF - DV4336-300 - XANH LÁ/TÍM,41,1,2750000,likerain057,Thẻ Tín dụng/Ghi nợ,Khánh Hòa,,,,09/04/2024
03/04/2024,240403R35GQHFM,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,likerain057,Thẻ Tín dụng/Ghi nợ,Khánh Hòa,,,,09/04/2024
03/04/2024,240403R6AT9QDK,CBVOTHF-1,VỚ ĐÁ BÓNG THF - MÀU NGẪU NHIÊN,Combo 3 vớ,1,80000,rubyhuy94,Ví ShopeePay,Long An,,,,05/04/2024
03/04/2024,240403R8YGM2U0,196604410267,NIKE ZOOM MERCURIAL SUPERFLY 9 ACADEMY XXV TF - FB8398-060 - BẠC/HỒNG,44.5,1,1990000,tythinh,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,,,,03/04/2024
03/04/2024,240403R8YGM2U0,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,tythinh,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,,,,03/04/2024
03/04/2024,240403RCYQ8HJV,4066765228352,ADIDAS COPA PURE 2 LEAGUE TF - IE4986 - TRẮNG/ĐEN,41 1/3,1,1850000,nuinhthuis_,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Lào Cai,Hủy bởi người mua,Lý do khác,,
03/04/2024,240403RGDHK475,4066765228352,ADIDAS COPA PURE 2 LEAGUE TF - IE4986 - TRẮNG/ĐEN,41 1/3,1,1850000,nuinhthuis_,SPayLater,Lào Cai,Hủy bởi người mua,Lý do khác,,
03/04/2024,240403RGJ1JCXX,4066765228352,ADIDAS COPA PURE 2 LEAGUE TF - IE4986 - TRẮNG/ĐEN,41 1/3,1,1850000,nuinhthuis_,SPayLater,Lào Cai,Hủy bởi người mua,Lý do khác,,
03/04/2024,240403RSRW9PW8,196608057697,NIKE TIEMPO LEGEND 10 PRO TF - DV4336-100 - TRẮNG/ĐEN/ĐỎ,38.5,1,2650000,luongthilyluyen,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,,,,09/04/2024
04/04/2024,240404S3HP3ADC,4571548044963,MIZUNO MORELIA SALA CLASSIC TF - Q1GB240290 - XANH/TRẮNG,41,1,1950000,hmtrong,Thanh toán khi nhận hàng,Bình Thuận,,,,08/04/2024
04/04/2024,240404SASKGMSX,4550456212855,ASICS CALCETTO WD 9 TF - 1113A038-100 - TRẮNG/XÁM,40.5,1,1690000,ktdung0801,SPayLater,TP. Hồ Chí Minh,,,,04/04/2024
04/04/2024,240404TA086VNP,8445756739231,JOMA TOP FLEX IN 2309 - VÀNG CHANH,39,1,1550000,pfe_ja4cvx,Thanh toán khi nhận hàng,Bình Thuận,,,,05/04/2024
04/04/2024,240404TB9MVRP3,8717154535907,BĂNG VẢI THỂ THAO STARBALM – 3.8cm x 10m,3.8CM x 10CM,1,140000,nru9szbdxd,Thanh toán khi nhận hàng,Lâm Đồng,,,,12/04/2024
04/04/2024,240404TBUSNJSH,4066765143020,ADIDAS COPA GLORO TF - IE7541 - TRẮNG KEM,42 2/3,1,1950000,aibdau,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,Hủy bởi người mua,Thay đổi đơn hàng,,
04/04/2024,240404TBUSNJSH,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,aibdau,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,Hủy bởi người mua,Thay đổi đơn hàng,,
04/04/2024,240404TC9BHK75,196969025298,NIKE TIEMPO LEGEND 10 PRO TF - DV4336-300 - XANH LÁ/TÍM,41,1,2750000,hoa0359888533,Thanh toán khi nhận hàng,Đồng Nai,,,,05/04/2024
04/04/2024,240404TC9BHK75,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,hoa0359888533,Thanh toán khi nhận hàng,Đồng Nai,,,,05/04/2024
04/04/2024,240404TDMBQ0QV,196604207706,NIKE PHANTOM GX ACADEMY TF - DD9477-705 - TRẮNG/XANH LÁ MẠ,42.5,1,1750000,ngocsang1707,SPayLater,TP. Hồ Chí Minh,,,,05/04/2024
04/04/2024,240404TF8ND3GV,8445756150166,JOMA TOP FLEX REBOUND IN 2301 - ĐEN/ĐỎ,40.5,1,1750000,vohung1403,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Đồng Tháp,Hủy bởi người mua,Muốn nhập/thay đổi mã Voucher,,
04/04/2024,240404TF8ND3GV,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,vohung1403,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Đồng Tháp,Hủy bởi người mua,Muốn nhập/thay đổi mã Voucher,,
04/04/2024,240404TQGGBRPT,196969026295,NIKE TIEMPO LEGEND 10 ACADEMY TF - DV4342-300 - XANH LÁ/TÍM,44.5,1,1890000,52iagy8ykc,Thanh toán khi nhận hàng,Thanh Hóa,Tự động hủy bởi hệ thống Shopee,Giao hàng thất bại,,
04/04/2024,240404TQWQRE8X,CBVOCTTHF-1,VỚ CHỐNG TRƯỢT THF - MÀU NGẪU NHIÊN,Combo 3 vớ,2,90000,vihoang2712,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,10/04/2024
04/04/2024,240404TYWTMK3W,196975741465,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-700 - TRẮNG KEM,42.5,1,2750000,tphbui,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,,,,09/04/2024
04/04/2024,240404TYWTMK3W,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,tphbui,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,,,,09/04/2024
04/04/2024,240404U0GCT275,196975696550,NIKE ZOOM MERCURIAL VAPOR 15 ACADEMY MDS TF - FJ7191-300 - XANH LÁ,42,1,2150000,dtenz968q2,Thanh toán khi nhận hàng,Trà Vinh,,,,11/04/2024
04/04/2024,240404U0KG0QG5,4066765143020,ADIDAS COPA GLORO TF - IE7541 - TRẮNG KEM,42 2/3,1,1950000,aibdau,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,Hủy bởi người mua,Thay đổi đơn hàng,,
04/04/2024,240404U0KG0QG5,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,aibdau,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,Hủy bởi người mua,Thay đổi đơn hàng,,
04/04/2024,240404U191FYR5,4066765143020,ADIDAS COPA GLORO TF - IE7541 - TRẮNG KEM,42 2/3,1,1950000,aibdau,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,,,,05/04/2024
04/04/2024,240404U1QA9C8S,196969023140,NIKE ZOOM MERCURIAL VAPOR 15 ACADEMY TF - DJ5635-300 - XANH LÁ/TÍM,40,1,1890000,danynhat1,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,11/04/2024
04/04/2024,240404U2QM3P12,195866224100,NIKE REACT PHANTOM GT2 PRO TF - DC0768-007 - ĐEN/ĐỒNG,44,1,2190000,trinhmanh10,SPayLater,Hà Nội,,,,12/04/2024
04/04/2024,240404U2QM3P12,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,trinhmanh10,SPayLater,Hà Nội,,,,12/04/2024
04/04/2024,240404U8T5PPWH,5145XP5201E93320,JOMA TOP FLEX REBOUND FERRÃO IN 2385 - TRẮNG/VÀNG,41,1,1750000,tronghieu26072002,SPayLater,TP. Hồ Chí Minh,Hủy bởi người mua,Thay đổi đơn hàng,,
04/04/2024,240404U8T5PPWH,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,tronghieu26072002,SPayLater,TP. Hồ Chí Minh,Hủy bởi người mua,Thay đổi đơn hàng,,
04/04/2024,240404U9UUB0XK,5145XP5201E93320,JOMA TOP FLEX REBOUND FERRÃO IN 2385 - TRẮNG/VÀNG,41,1,1750000,tronghieu26072002,SPayLater,TP. Hồ Chí Minh,,,,06/04/2024
04/04/2024,240404U9UUB0XK,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,tronghieu26072002,SPayLater,TP. Hồ Chí Minh,,,,06/04/2024
04/04/2024,240404UABNS2PE,5145XP5535E85310,JOMA CANCHA 2402 - TRẮNG/XANH DƯƠNG,40,1,1550000,hoan.michael.zero,Thẻ Tín dụng/Ghi nợ,Ninh Bình,,,,12/04/2024
04/04/2024,240404UABNS2PE,5145XP5535E85320,JOMA CANCHA 2402 - TRẮNG/XANH DƯƠNG,41,1,1550000,hoan.michael.zero,Thẻ Tín dụng/Ghi nợ,Ninh Bình,,,,12/04/2024
04/04/2024,240404UABNS2PE,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,hoan.michael.zero,Thẻ Tín dụng/Ghi nợ,Ninh Bình,,,,12/04/2024
04/04/2024,240404UAFY1RKF,8445756051074,JOMA TOP FLEX 2328 TF - VÀNG/ĐỎ,42.5,1,1550000,tramanhng8888,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,,,,08/04/2024
04/04/2024,240404UAFY1RKF,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,tramanhng8888,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,,,,08/04/2024
04/04/2024,240404UFW9MGP8,196154153423,NIKE LUNAR GATO II - 580456-061 - ĐEN/TRẮNG/ĐỎ,42,1,2250000,spxam,Thẻ Tín dụng/Ghi nợ,Bình Phước,,,,11/04/2024
04/04/2024,240404UFW9MGP8,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,spxam,Thẻ Tín dụng/Ghi nợ,Bình Phước,,,,11/04/2024
04/04/2024,240404UFYCCYG2,8445756132421,JOMA TOP FLEX REBOUND IN 2301 - ĐEN/XANH LÁ,43,1,1750000,spxam,Thẻ Tín dụng/Ghi nợ,Bình Phước,,,,10/04/2024
04/04/2024,240404UFYCCYG2,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,spxam,Thẻ Tín dụng/Ghi nợ,Bình Phước,,,,10/04/2024
04/04/2024,240405UH439B8U,196152827937,NIKE STREET GATO - DC8466-437 - XANH HOÀNG GIA,41,1,1690000,4gxa2mtlhf,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Hà Nội,,,,12/04/2024
05/04/2024,240405VHA9YG7R,8445756042843,JOMA REGATE REBOUND 2301 IN - ĐEN/TRẮNG,42,1,1650000,metaleminh,Thanh toán khi nhận hàng,Đồng Nai,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
05/04/2024,240405VHA9YG7R,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,metaleminh,Thanh toán khi nhận hàng,Đồng Nai,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
05/04/2024,240405VJNJM4NX,MIP1GZ180245-L,LÓT GIÀY MIZUNO - P1GZ180245 - VÀNG,L (Size 41 - 42),1,80000,metaleminh,Thanh toán khi nhận hàng,Đồng Nai,,,,07/04/2024
05/04/2024,240405VJNJM4NX,8445756042843,JOMA REGATE REBOUND 2301 IN - ĐEN/TRẮNG,42,1,1650000,metaleminh,Thanh toán khi nhận hàng,Đồng Nai,,,,07/04/2024
05/04/2024,240405VJNJM4NX,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,metaleminh,Thanh toán khi nhận hàng,Đồng Nai,,,,07/04/2024
05/04/2024,240405VJW9M6P0,196969020330,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-300 - XANH LÁ/TÍM,41,1,2590000,antng716,Thanh toán khi nhận hàng,Kiên Giang,Hủy bởi người mua,Thay đổi đơn hàng,,
05/04/2024,240405VJW9M6P0,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,antng716,Thanh toán khi nhận hàng,Kiên Giang,Hủy bởi người mua,Thay đổi đơn hàng,,
05/04/2024,240405VMX02CH7,196975741465,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-700 - TRẮNG KEM,42.5,1,2750000,hailak151,Thanh toán khi nhận hàng,Đắk Lắk,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
05/04/2024,240405VPEA0GPE,196975724666,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-700 - TRẮNG KEM,41,1,2750000,antng716,Thanh toán khi nhận hàng,Kiên Giang,,,,07/04/2024
05/04/2024,240405VPEA0GPE,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,antng716,Thanh toán khi nhận hàng,Kiên Giang,,,,07/04/2024
05/04/2024,240405VS94SCCH,196975724666,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-700 - TRẮNG KEM,41,10,2750000,nguyennhuy0271,Thanh toán khi nhận hàng,Quảng Ninh,Hủy bởi người mua,Muốn nhập/thay đổi mã Voucher,,
05/04/2024,240405VW9TT4WB,196969025359,NIKE TIEMPO LEGEND 10 PRO TF - DV4336-300 - XANH LÁ/TÍM,45,1,2750000,qkhanh99,Thanh toán khi nhận hàng,An Giang,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
05/04/2024,240405VW9TT4WB,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,qkhanh99,Thanh toán khi nhận hàng,An Giang,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
05/04/2024,240405VWAW2RAR,196969025359,NIKE TIEMPO LEGEND 10 PRO TF - DV4336-300 - XANH LÁ/TÍM,45,1,2750000,qkhanh99,Ví ShopeePay,An Giang,,,,10/04/2024
05/04/2024,240405VWAW2RAR,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,qkhanh99,Ví ShopeePay,An Giang,,,,10/04/2024
05/04/2024,240405VXKRKQPW,VOTHF-1,VỚ ĐÁ BÓNG THF - MÀU NGẪU NHIÊN,Màu ngẫu nhiên,1,30000,zr4irj8w87,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,12/04/2024
05/04/2024,240405VXKRKQPW,MIP1GZ180245-M,LÓT GIÀY MIZUNO - P1GZ180245 - VÀNG,M ( Size 39 - 40),1,80000,zr4irj8w87,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,12/04/2024
05/04/2024,240405VXQX2262,196604212243,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-605 - HỒNG/XANH,41,1,2190000,g_tmlo_7ob,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,07/04/2024
05/04/2024,24040502WY4S85,CBVOCTTHF-1,VỚ CHỐNG TRƯỢT THF - MÀU NGẪU NHIÊN,Combo 3 vớ,1,90000,vs2_05xodk,Thanh toán khi nhận hàng,Sóc Trăng,,,,07/04/2024
05/04/2024,2404050AJ5JRE2,4066755044511,ADIDAS PREDATOR ACCURACY.3 TF - GZ0004 - TRẮNG/VÀNG CHANH,39 1/3,1,1650000,thanhhotrn689,Thanh toán khi nhận hàng,Cần Thơ,Hủy bởi người mua,Tìm thấy giá rẻ hơn ở chỗ khác,,
05/04/2024,2404050M9MDURF,196974706298,NIKE PHANTOM GX 2 PRO TF - FJ2583-100 - TRẮNG KEM,39,1,2650000,arg0h_t38i,Thanh toán khi nhận hàng,Thái Bình,,,,09/04/2024
05/04/2024,2404050QYK2RHD,4550234910867,MIZUNO MORELIA NEO SALA β JAPAN TF - Q1GB229003 - XÁM BẠC,42.5,1,4140000,duyphi1995,SPayLater,Đà Nẵng,,,,09/04/2024
05/04/2024,2404050SXCF9W6,4099686016111,PUMA KING PRO TT - 107255-03 - VÀNG/ĐEN,39,1,2420000,thanhhotrn689,Thanh toán khi nhận hàng,Cần Thơ,Hủy bởi người mua,Tìm thấy giá rẻ hơn ở chỗ khác,,
05/04/2024,2404050VQX7HAM,4066761229001,ADIDAS PREDATOR ACCURACY INJ.3 TF - IG0768 - ĐEN/VÀNG CHANH,40 2/3,1,1750000,haihuynhthien,Thanh toán khi nhận hàng,Hậu Giang,,,,12/04/2024
06/04/2024,2404062MDC5R3K,196975398478,NIKE PHANTOM GX 2 ACADEMY LV8 TF - FJ2576-300 - XANH NGỌC,41,1,2050000,v_zsq9n_vj,Thanh toán khi nhận hàng,Hà Nội,,,,15/04/2024
06/04/2024,2404062NRC8UT5,VOTHF-1,VỚ ĐÁ BÓNG THF - MÀU NGẪU NHIÊN,Màu ngẫu nhiên,2,30000,huyhoangle904,Thanh toán khi nhận hàng,Đồng Nai,,,,12/04/2024
06/04/2024,24040639Y9PYQU,196153819917,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-146 - TRẮNG/XANH,42,1,2490000,thanhtai140402,SPayLater,TP. Hồ Chí Minh,,,,11/04/2024
06/04/2024,2404063AEHXEVG,196975724666,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-700 - TRẮNG KEM,41,1,2750000,cun_lo0412,Thanh toán khi nhận hàng,Cao Bằng,Hủy bởi người mua,Lý do khác,,
07/04/2024,24040750787NJM,CBVOCTTHF-1,VỚ CHỐNG TRƯỢT THF - MÀU NGẪU NHIÊN,Combo 3 vớ,1,90000,congdiep123456789,Thanh toán khi nhận hàng,Gia Lai,,,,15/04/2024
07/04/2024,24040753HF4A4N,196153819894,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-146 - TRẮNG/XANH,40.5,1,2490000,longchandsone,SPayLater,Hưng Yên,,,,15/04/2024
07/04/2024,24040755N9R3KC,196975723300,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-700 - TRẮNG KEM,38.5,1,2750000,julienguyen1307,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,,,,13/04/2024
07/04/2024,24040758JD1QC2,196609462810,NIKE PHANTOM GX ACADEMY TF - DZ3490-800 - CAM/TRẮNG,42.5,1,1890000,phamduytien111,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,,,,07/04/2024
07/04/2024,24040758JD1QC2,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,phamduytien111,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,,,,07/04/2024
07/04/2024,24040758K2WRQ3,4573103660533,VỚ NGẮN CHỐNG TRƯỢT ACTIVITAL FOOT SUPPORTER PRO JAPAN - GSM15-BK - ĐEN,L-LL,1,390000,bingunnernguyen,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,,,,11/04/2024
07/04/2024,2404075H3K9XM1,4066756683092,ADIDAS X CRAZYFAST MESSI.3 TF - IE4074 - XÁM/XANH,40,1,1690000,thanhthuuu,SPayLater,Bình Dương,,,,11/04/2024
07/04/2024,2404075PT8D2P3,CBVOCTTHF-1,VỚ CHỐNG TRƯỢT THF - MÀU NGẪU NHIÊN,Combo 3 vớ,1,90000,quoctai0811,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,,,,13/04/2024
07/04/2024,2404075SA2AFR0,196975743384,NIKE ZOOM MERCURIAL VAPOR 15 ACADEMY TF - DJ5635-700 - TRẮNG KEM,42,1,2150000,mayhe.lab,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,,,,09/04/2024
07/04/2024,2404075WJG981S,196152914088,NIKE PHANTOM GT2 ACADEMY TF - DR5965-810 - NÂU/ĐEN,42,1,1650000,nzcduja9jm,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,08/04/2024
07/04/2024,24040861R6DQDG,CBVOTHF-1,VỚ ĐÁ BÓNG THF - MÀU NGẪU NHIÊN,Combo 3 vớ,1,80000,trankhanhtung151203,Thanh toán khi nhận hàng,Tiền Giang,,,,11/04/2024
08/04/2024,2404086A7A1KS9,196608158646,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-600 - TRẮNG/ĐỎ,40.5,1,2490000,baohan269,SPayLater,Lâm Đồng,,,,10/04/2024
08/04/2024,2404087DDFDTDF,196975751051,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-700 - TRẮNG KEM,42,1,2750000,nguyenquoctien7,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
08/04/2024,2404087EMX4BJ8,196969020347,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-300 - XANH LÁ/TÍM,42,1,2590000,nguyenquoctien7,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,10/04/2024
08/04/2024,2404087HWJEGT6,196153812352,NIKE REACT PHANTOM GX PRO TF - DD9466-446 - TRẮNG/XANH,42,1,2550000,quangtran2110,SPayLater,TP. Hồ Chí Minh,Tự động hủy bởi hệ thống Shopee,Chưa được Thanh Toán,,
08/04/2024,2404087QABUCNW,CBVOCTTHF-1,VỚ CHỐNG TRƯỢT THF - MÀU NGẪU NHIÊN,Combo 3 vớ,1,90000,kyoujurou24,SPayLater,Đồng Nai,,,,12/04/2024
08/04/2024,2404087YKDVQK6,CBVOCTTHF-1,VỚ CHỐNG TRƯỢT THF - MÀU NGẪU NHIÊN,Combo 3 vớ,1,90000,namthahhh_,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,10/04/2024
09/04/2024,2404099KFK9R9Q,196604215138,NIKE ZOOM MERCURIAL VAPOR 15 ACADEMY TF - DJ5635-605 - HỒNG/XANH,40,1,1750000,tu1rlj4_iu,Thanh toán khi nhận hàng,Bạc Liêu,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
09/04/2024,2404099MJ4HXS1,4099686005542,PUMA ULTRA ULTIMATE CAGE TT - 107745-01 - HỒNG/TRẮNG,42,1,2790000,vance.perfume,SPayLater,Cà Mau,,,,10/04/2024
09/04/2024,2404099MJ4HXS1,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,vance.perfume,SPayLater,Cà Mau,,,,10/04/2024
09/04/2024,2404099Q1000QT,4099686005504,PUMA ULTRA ULTIMATE CAGE TT - 107745-01 - HỒNG/TRẮNG,39,1,2790000,d7gar5xeis,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
09/04/2024,240409A8AKD86C,MIP1GZ180245-L,LÓT GIÀY MIZUNO - P1GZ180245 - VÀNG,L (Size 41 - 42),1,80000,v79zk_59ob,Thanh toán khi nhận hàng,Bình Thuận,,,,12/04/2024
09/04/2024,240409A8AKD86C,XKMG,CHAI XỊT KHỬ MÙI GIÀY LIGPRO,,1,79000,v79zk_59ob,Thanh toán khi nhận hàng,Bình Thuận,,,,12/04/2024
09/04/2024,240409AXMA1D7V,4550234783652,MIZUNO MORELIA NEO III PRO AS - P1GD218423 - XANH TRẮNG,43,1,2290000,kingloy1102,SPayLater,Kiên Giang,Tự động hủy bởi hệ thống Shopee,Chưa được Thanh Toán,,
09/04/2024,240410B2PYW4PH,Balongaunhien,BALO THF - MÀU NGẪU NHIÊN,Màu ngẫu nhiên,1,90000,qucannguynl,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,15/04/2024
10/04/2024,240410BTG8GTQP,5136XP5101020310,JOMA TOP FLEX LEATHER IN 2342 - TRẮNG/XANH,40,1,1550000,px30_m3lz4,Thanh toán khi nhận hàng,Long An,Hủy bởi người mua,Lý do khác,,
10/04/2024,240410BY571MA2,8445756168185,JOMA TOP FLEX IN 2342 - TRẮNG/XÁM,41,1,1550000,huy220401,Thanh toán khi nhận hàng,Gia Lai,,,,17/04/2024
10/04/2024,240410BY571MA2,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,huy220401,Thanh toán khi nhận hàng,Gia Lai,,,,17/04/2024
10/04/2024,240410C0JCT64N,196609461189,NIKE ZOOM MERCURIAL VAPOR 15 ACADEMY TF - DZ3477-800 - CAM/TRẮNG,42.5,1,1940000,znhmo7h9l6,Thanh toán khi nhận hàng,Cần Thơ,,,,11/04/2024
10/04/2024,240410C0JCT64N,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,znhmo7h9l6,Thanh toán khi nhận hàng,Cần Thơ,,,,11/04/2024
10/04/2024,240410CC28WSNE,4550456850491,ASICS CALCETTO WD 9 TF - 1113A038-600 - ĐỎ/TRẮNG,42,1,1750000,phuongduy7296,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,Hủy bởi người mua,Thay đổi đơn hàng,,
10/04/2024,240410CC28WSNE,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,phuongduy7296,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,Hủy bởi người mua,Thay đổi đơn hàng,,
10/04/2024,240410CCUAX3U0,CBVOCTTHF-1,VỚ CHỐNG TRƯỢT THF - MÀU NGẪU NHIÊN,Combo 3 vớ,1,90000,thienhuynh93vn,SPayLater,Phú Yên,,,,17/04/2024
10/04/2024,240410CCUAX3U0,196969023133,NIKE ZOOM MERCURIAL VAPOR 15 ACADEMY TF - DJ5635-300 - XANH LÁ/TÍM,39,1,1890000,thienhuynh93vn,SPayLater,Phú Yên,,,,17/04/2024
10/04/2024,240410CCUAX3U0,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,thienhuynh93vn,SPayLater,Phú Yên,,,,17/04/2024
10/04/2024,240410CD0JTV0Y,4550456850491,ASICS CALCETTO WD 9 TF - 1113A038-600 - ĐỎ/TRẮNG,42,1,1750000,phuongduy7296,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,,,,11/04/2024
10/04/2024,240410CD0JTV0Y,CBVBL001,COMBO QUÀ TẶNG THF (VỚ  + BALO),,1,0,phuongduy7296,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,,,,11/04/2024
10/04/2024,240410CDK7SHBX,196969026240,NIKE TIEMPO LEGEND 10 ACADEMY TF - DV4342-300 - XANH LÁ/TÍM,41,1,1890000,ckph1029,SPayLater,TP. Hồ Chí Minh,,,,10/04/2024
10/04/2024,240410CF8MRT8Y,CBVOTHF-1,VỚ ĐÁ BÓNG THF - MÀU NGẪU NHIÊN,Combo 3 vớ,3,80000,trieuquangngoc,Số dư TK Shopee,Bình Dương,,,,16/04/2024
10/04/2024,240410CGSX5C59,196604212236,NIKE ZOOM MERCURIAL VAPOR 15 PRO TF - DJ5605-605 - HỒNG/XANH,40.5,1,2190000,hoangthuthao9293955,SPayLater,Sóc Trăng,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
