Ngày đặt hàng,Mã đơn hàng,Barcode,Tên sản phẩm,Tên phân loại hàng,Số lượng,Giá bán thực,Người Mua,Phương thức thanh toán,Tỉnh/Thành phố,Hủy bởi,Hủy với lý do,Trạng thái Trả hàng/Hoàn tiền,Thời gian hoàn thành đơn hàng
07/05/2021,2105071WHB17SX,Baloxam,BALO THF - CAM ĐEN / XÁM VÀNG,Xám vàng,1,90000,thehackerboy,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,08/05/2021
07/05/2021,2105071WHB17SX,8717154536119,BĂNG VẢI THỂ THAO STARBALM – 2.5cm x 10m,2.5CM x 10CM,1,90000,thehackerboy,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,08/05/2021
08/05/2021,210508437BPJVW,194501114387,NIKE REACT PHANTOM GT PRO TF – CK8468-090– ĐEN/BẠC,41,1,2350000,Hy17,Thanh toán khi nhận hàng,Gia Lai,Tự động hủy bởi hệ thống Shopee,Người bán không gửi hàng đúng hạn,,
09/05/2021,2105097GR4UX5S,4573103655140,VỚ NGẮN ACTIVITAL FOOT SUPPORTER JAPAN –GSM03-RD – ĐỎ,S-M [22.5cm-25.5cm],1,380000,fleoleo,Thẻ Tín dụng/Ghi nợ,Hà Nội,,,,16/05/2021
09/05/2021,2105097GR4UX5S,4573103654525,VỚ ACTIVITAL FOOT SUPPORTER HYBRID - GSM02-BL - ĐEN,S-M [22.5cm-25.5cm],1,390000,fleoleo,Thẻ Tín dụng/Ghi nợ,Hà Nội,,,,16/05/2021
09/05/2021,2105097KX5BTQG,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,2,30000,an220593,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,10/05/2021
10/05/2021,2105109PD31GM8,4550234021631,MIZUNO MONARCIDA NEO SALA SELECT TF - Q1GB201260 - ĐỎ/ĐEN,39,1,1440000,haimy0406,Thanh toán khi nhận hàng,Đồng Nai,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
10/05/2021,2105109PD31GM8,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,1,0,haimy0406,Thanh toán khi nhận hàng,Đồng Nai,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
10/05/2021,2105109PD31GM8,Baloxam,BALO THF - CAM ĐEN / XÁM VÀNG,Xám vàng,1,0,haimy0406,Thanh toán khi nhận hàng,Đồng Nai,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
10/05/2021,2105109PU24P16,4550234021624,MIZUNO MONARCIDA NEO SALA SELECT TF - Q1GB201260 - ĐỎ/ĐEN,38.5,1,1440000,haimy0406,Thanh toán khi nhận hàng,Đồng Nai,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
10/05/2021,2105109PU24P16,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,1,0,haimy0406,Thanh toán khi nhận hàng,Đồng Nai,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
10/05/2021,2105109PU24P16,Baloxam,BALO THF - CAM ĐEN / XÁM VÀNG,Xám vàng,1,0,haimy0406,Thanh toán khi nhận hàng,Đồng Nai,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
10/05/2021,2105109YEHX8RY,Baloxam,BALO THF - CAM ĐEN / XÁM VÀNG,Xám vàng,1,90000,thanhtuu0903,Thanh toán khi nhận hàng,Kiên Giang,Tự động hủy bởi hệ thống Shopee,Giao hàng thất bại,,
10/05/2021,210510A1PBHS3W,194501124218,NIKE MERCURIAL DREAM SPEED SUPERFLY 8 ACADEMY TF - CV0952-118 - TRẮNG/CAM,39,1,2150000,hovatennhtren,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Quảng Ninh,Tự động hủy bởi hệ thống Shopee,Người bán không gửi hàng đúng hạn,,
10/05/2021,210510A1PBHS3W,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,1,0,hovatennhtren,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Quảng Ninh,Tự động hủy bởi hệ thống Shopee,Người bán không gửi hàng đúng hạn,,
10/05/2021,210510A1PBHS3W,Baloxam,BALO THF - CAM ĐEN / XÁM VÀNG,Xám vàng,1,0,hovatennhtren,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Quảng Ninh,Tự động hủy bởi hệ thống Shopee,Người bán không gửi hàng đúng hạn,,
10/05/2021,210510AFEG6RQ9,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,2,30000,Ng63,Thanh toán khi nhận hàng,Vĩnh Long,Hủy bởi người mua,Lý do khác,,
11/05/2021,210511BE2H2EEC,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,2,30000,minhnhut2983,Thanh toán khi nhận hàng,Long An,Hủy bởi người mua,Người bán không trả lời thắc mắc / yêu cầu của người mua,,
12/05/2021,210512F5R6PDG2,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,2,30000,elliopthanh,Thanh toán khi nhận hàng,Tây Ninh,,,,20/05/2021
13/05/2021,210513GVHFR2BQ,4550234021624,MIZUNO MONARCIDA NEO SALA SELECT TF - Q1GB201260 - ĐỎ/ĐEN,38.5,1,1440000,haimy0406,Thanh toán khi nhận hàng,Đồng Nai,,,,18/05/2021
13/05/2021,210513GVHFR2BQ,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,1,0,haimy0406,Thanh toán khi nhận hàng,Đồng Nai,,,,18/05/2021
13/05/2021,210513GVHFR2BQ,Baloxam,BALO THF - CAM ĐEN / XÁM VÀNG,Xám vàng,1,0,haimy0406,Thanh toán khi nhận hàng,Đồng Nai,,,,18/05/2021
13/05/2021,210513HP813QTW,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,1,30000,Sê40,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
13/05/2021,210513HPA7K08P,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,2,30000,Sê40,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,14/05/2021
14/05/2021,210514M5D47J6R,193658292399,NIKE MERCURIAL VAPOR 13 ACADEMY TF – AT7996-906 – XÁM BẠC / ĐỎ,40.5,1,1490000,fangiaybongda,Thanh toán khi nhận hàng,Phú Yên,,,,18/05/2021
14/05/2021,210514M5D47J6R,VOTHF-1,[Mã FAGET5K giảm 5K đơn 0đ] VỚ ĐÁ BÓNG THF,Trắng,1,0,fangiaybongda,Thanh toán khi nhận hàng,Phú Yên,,,,18/05/2021
14/05/2021,210514M5D47J6R,Baloxam,[Mã FAMAYMA2 giảm 10K đơn 50K] BALO THF - CAM ĐEN / XÁM VÀNG,Xám vàng,1,0,fangiaybongda,Thanh toán khi nhận hàng,Phú Yên,,,,18/05/2021
15/05/2021,210515NG503MBQ,194501124218,NIKE MERCURIAL DREAM SPEED SUPERFLY 8 ACADEMY TF - CV0952-118 - TRẮNG/CAM,39,1,2150000,hovatennhtren,Ví ShopeePay,Quảng Ninh,,,Đã Chấp Thuận Yêu Cầu,21/05/2021
15/05/2021,210515PBYMSNB1,Baloxam,[Mã FAMAYMA2 giảm 10K đơn 50K] BALO THF - CAM ĐEN / XÁM VÀNG,Xám vàng,1,90000,khoadang178,Thanh toán khi nhận hàng,Đà Nẵng,,,,21/05/2021
15/05/2021,210515PDWX3XP3,1032530434,BÓNG ĐÁ ĐỘNG LỰC FUTSAL TIÊU CHUẨN FIFA PRO FS2.127 GALAXY,4,1,790000,quang21397,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,22/05/2021
15/05/2021,210515PVBW01QH,VOTHF-1,[Mã FAGET5K giảm 5K đơn 0đ] VỚ ĐÁ BÓNG THF,Trắng,3,26666.67,nhatduyphanne,Thanh toán khi nhận hàng,Đồng Nai,,,,22/05/2021
15/05/2021,210515PVBW01QH,VOTHF-1,[Mã FAGET5K giảm 5K đơn 0đ] VỚ ĐÁ BÓNG THF,Trắng,1,30000,nhatduyphanne,Thanh toán khi nhận hàng,Đồng Nai,,,,22/05/2021
17/05/2021,210517TE6XRTGB,VOTHF-1,[Mã FAGET5K giảm 5K đơn 0đ] VỚ ĐÁ BÓNG THF,Trắng,2,30000,Ng63,Thanh toán khi nhận hàng,Vĩnh Long,,,,18/05/2021
17/05/2021,210518V4KQTG2Y,4573103655140,VỚ NGẮN ACTIVITAL FOOT SUPPORTER JAPAN –GSM03-RD – ĐỎ,S-M [22.5cm-25.5cm],1,380000,Pg43,Thanh toán khi nhận hàng,Bạc Liêu,,,,19/05/2021
18/05/2021,21051806F2CJRC,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,1,30000,quocan29072005,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,19/05/2021
18/05/2021,21051806F2CJRC,Baloxam,[Mã FAMAYMA2 giảm 10K đơn 50K] BALO THF - CAM ĐEN / XÁM VÀNG,Xám vàng,1,90000,quocan29072005,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,19/05/2021
18/05/2021,2105180DBR8E25,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,3,26666.67,Nt49,Thanh toán khi nhận hàng,Long An,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
18/05/2021,2105180DJ79K3C,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,3,26666.67,Nt77,Thanh toán khi nhận hàng,Long An,,,,19/05/2021
18/05/2021,2105180W5VRSRE,194956599234,NIKE TIEMPO PREMIER II SALA JOGA BONITO – AV3153-090 – ĐEN,42,1,1950000,fleoleo,Thẻ Tín dụng/Ghi nợ,Hà Nội,,,,25/05/2021
18/05/2021,21051813GA24B7,Baloxam,[Mã FAMAYMA2 giảm 10K đơn 50K] BALO THF - CAM ĐEN / XÁM VÀNG,Xám vàng,1,90000,votuongvi1237,Thanh toán khi nhận hàng,Đắk Lắk,,,,21/05/2021
18/05/2021,2105181F0JFMW9,0015201000002,QUẦN NGẮN THỂ THAO GRANDSPORT  - 001520 - ĐEN,M,2,125000,Dn09,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,24/05/2021
19/05/2021,2105193UG04JBD,4064037579720,ADIDAS PREDATOR FREAK + SUPERSPECTRAL TF – FW7239 – ĐEN/HỒNG TÍM,39 1/3,1,3900000,Pg43,Thanh toán khi nhận hàng,Bạc Liêu,Hủy bởi người mua,Lý do khác,,
21/05/2021,210521829RH336,2000000001999,KAMITO CỎ NHÂN TẠO TA11-AS - F21001 - TRẮNG/VÀNG,43,1,690000,dhdjjdjdjdj,Thanh toán khi nhận hàng,Đồng Nai,,,,24/05/2021
22/05/2021,210522BAQXAQMB,4573103655140,VỚ NGẮN ACTIVITAL FOOT SUPPORTER JAPAN –GSM03-RD – ĐỎ,S-M [22.5cm-25.5cm],1,380000,raymonlam,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,,,,26/05/2021
24/05/2021,210524F88B4DPH,4064037301628,ADIDAS COPA SENSE .3 TF SUPERSPECTRAL - FW6528 - TRẮNG/HỒNG,39 1/3,1,1690000,Li37,Thanh toán khi nhận hàng,Bến Tre,Tự động hủy bởi hệ thống Shopee,Giao hàng thất bại,,
24/05/2021,210524GE0K9251,194497898735,NIKE TIEMPO PREMIER II SALA – AV3153-608 – ĐỎ CAMO,41,1,1850000,yeungocnganratnhieu,Thanh toán khi nhận hàng,Vĩnh Long,,,,26/05/2021
24/05/2021,210524GE0K9251,VOTHF-1,[Mã FADI5K245 giảm 5K đơn 0đ] VỚ ĐÁ BÓNG THF,Trắng,1,0,yeungocnganratnhieu,Thanh toán khi nhận hàng,Vĩnh Long,,,,26/05/2021
24/05/2021,210524GE0K9251,Baloxam,[Mã FAMAYMA2 giảm 10K đơn 50K] BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Xám vàng,1,0,yeungocnganratnhieu,Thanh toán khi nhận hàng,Vĩnh Long,,,,26/05/2021
25/05/2021,210525JHTTJ0GU,8934622011651,BÓNG ĐỘNG LỰC FUTSAL GALAXY 3.127 - VÀNG/ĐEN,4,1,320000,lyphonghung,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,30/05/2021
25/05/2021,210525JY5AQXKD,Baloxanhden,[Mã FAMAYMA2 giảm 10K đơn 50K] BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Màu xanh đen,1,90000,Tg49,Ví ShopeePay,Hà Nội,,,,29/05/2021
25/05/2021,210525JY6KS44C,VOTHF-1,[Mã FADI5K245 giảm 5K đơn 0đ] VỚ ĐÁ BÓNG THF,Trắng,3,26666.67,Cu28,Thanh toán khi nhận hàng,Tiền Giang,,,,27/05/2021
26/05/2021,210526KC6D9AF2,194494418172,NIKE REACT PHANTOM GT PRO IC - CK8463-160 – TRẮNG/ĐEN/HỒNG,40.5,1,1850000,Ng67,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,31/05/2021
26/05/2021,210526KHUNHTVK,VOTHF-1,[Mã FADI5K245 giảm 5K đơn 0đ] VỚ ĐÁ BÓNG THF,Trắng,2,30000,luonquochuy,Thanh toán khi nhận hàng,Bình Dương,,,,02/06/2021
28/05/2021,210528TN8NW522,4573103657687,VỚ NGẮN ACTIVITAL FOOT SUPPORTER DOUBLE XX - GSM04-BK - ĐEN (BẢN CẢI TIẾN),L [27CM-29cm],1,390000,namxuan137,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Hà Nội,,,,02/06/2021
29/05/2021,210529VPHG1CTR,194501124201,NIKE MERCURIAL DREAM SPEED SUPERFLY 8 ACADEMY TF - CV0952-118 - TRẮNG/CAM,38.5,1,2150000,hodung12377,Thanh toán khi nhận hàng,Hà Tĩnh,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
29/05/2021,210529VPHG1CTR,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,1,0,hodung12377,Thanh toán khi nhận hàng,Hà Tĩnh,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
29/05/2021,210529VPHG1CTR,Baloxam,[Mã FAMAYMA2 giảm 10K đơn 50K] BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Xám vàng,1,0,hodung12377,Thanh toán khi nhận hàng,Hà Tĩnh,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
30/05/2021,2105300PJVMGSB,4063697961203,PUMA FUTURE Z 1.1 PRO CAGE TF - 106381-03 - TRẮNG/CAM,42,1,3200000,quangtran01,Thanh toán khi nhận hàng,Vĩnh Long,,,,31/05/2021
30/05/2021,2105300PJVMGSB,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,1,0,quangtran01,Thanh toán khi nhận hàng,Vĩnh Long,,,,31/05/2021
30/05/2021,2105300PJVMGSB,Baloxam,[Mã FAMAYMA2 giảm 10K đơn 50K] BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Xám vàng,1,0,quangtran01,Thanh toán khi nhận hàng,Vĩnh Long,,,,31/05/2021
31/05/2021,2105313S6T90QE,VOTHF-2,VỚ ĐÁ BÓNG THF,Đen,2,30000,Nn66,Thanh toán khi nhận hàng,Tiền Giang,Hủy bởi người mua,Muốn nhập/thay đổi mã Voucher,,
31/05/2021,2105313S8J3C16,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,2,30000,Nn66,Thanh toán khi nhận hàng,Tiền Giang,Hủy bởi người mua,Muốn nhập/thay đổi mã Voucher,,
31/05/2021,2105313SHP16D4,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,1,26667,Nn66,Thanh toán khi nhận hàng,Tiền Giang,,,,05/06/2021
31/05/2021,2105313SHP16D4,VOTHF-2,VỚ ĐÁ BÓNG THF,Đen,2,26666.5,Nn66,Thanh toán khi nhận hàng,Tiền Giang,,,,05/06/2021
31/05/2021,2105313SHP16D4,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,1,30000,Nn66,Thanh toán khi nhận hàng,Tiền Giang,,,,05/06/2021
02/06/2021,2106028NGHWH0J,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,2,30000,bachhuy29092001,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,03/06/2021
03/06/2021,210603B482NMER,194501114387,NIKE REACT PHANTOM GT PRO TF – CK8468-090– ĐEN/BẠC,41,1,2350000,letritam99,Thanh toán khi nhận hàng,Đồng Nai,,,,08/06/2021
03/06/2021,210603B482NMER,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,1,0,letritam99,Thanh toán khi nhận hàng,Đồng Nai,,,,08/06/2021
03/06/2021,210603B482NMER,Baloxam,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Xám vàng,1,0,letritam99,Thanh toán khi nhận hàng,Đồng Nai,,,,08/06/2021
03/06/2021,210603B8H8JAXS,194956609186,NIKE MERCURIAL SUPERFLY 8 ACADEMY TF - CV0953-403 - XANH NGỌC,41,1,2150000,thank_vink,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,03/06/2021
04/06/2021,210604DU73VVDQ,8717154536676,GEL LÀM LẠNH 25ML STARBALM – XANH,25ml,1,50000,Lg84,Thanh toán khi nhận hàng,Bình Định,,,,06/06/2021
04/06/2021,210604E35NRQGW,194956609216,NIKE MERCURIAL SUPERFLY 8 ACADEMY TF - CV0953-403 - XANH NGỌC,43,1,2150000,waynenguyen,Thanh toán khi nhận hàng,Cần Thơ,,,,08/06/2021
04/06/2021,210604EJS2K1TF,Baloxanhden,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Màu xanh đen,1,90000,thanhtuu0903,Thanh toán khi nhận hàng,Kiên Giang,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
04/06/2021,210604EJWP8C6F,Baloxanhden,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Màu xanh đen,1,90000,thanhtuu0903,Thanh toán khi nhận hàng,Kiên Giang,,,,09/06/2021
06/06/2021,210606HT9Q5FET,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,1,30000,chianh1122,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
06/06/2021,210606HT9Q5FET,Baloxanhden,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Màu xanh đen,1,90000,chianh1122,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
06/06/2021,210606J2UNGFXC,Baloxam,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Xám vàng,1,90000,hqeere015zxpq9un7q1xegqo4czh,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,07/06/2021
06/06/2021,210606M640Q6X9,Baloxam,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Xám vàng,1,90000,nguyen_truong.2010,Thanh toán khi nhận hàng,Tiền Giang,Hủy bởi người mua,Lý do khác,,
07/06/2021,210607NFK9S741,Baloxanhden,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Màu xanh đen,1,90000,phuongthao2910204,Thanh toán khi nhận hàng,Phú Yên,,,,10/06/2021
07/06/2021,210607NWPYUMVG,Baloxam,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Xám vàng,1,90000,nguyen_truong.2010,Thanh toán khi nhận hàng,Tiền Giang,,,,11/06/2021
08/06/2021,210608RQD2VH8F,4062053843276,ADIDAS X TANGO 19.3 TF – EG7155 – XANH HOÀNG GIA/ TRẮNG,44,1,1290000,trunghieu814,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
08/06/2021,210608RQD2VH8F,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,1,0,trunghieu814,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
08/06/2021,210608RQD2VH8F,Baloxam,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Xám vàng,1,0,trunghieu814,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
09/06/2021,210609TGM1BGVH,194956610434,NIKE MERCURIAL VAPOR 14 ACADEMY TF IMPULSE - CV0978-403 - XANH NGỌC,41,1,1890000,duongduytankg,Thanh toán khi nhận hàng,Kiên Giang,,,,14/06/2021
11/06/2021,2106112EM32QU0,4064037301628,ADIDAS COPA SENSE .3 TF SUPERSPECTRAL - FW6528 - TRẮNG/HỒNG,39 1/3,1,1690000,nguyenvy.seafood,Thanh toán khi nhận hàng,Bình Thuận,,,,18/06/2021
11/06/2021,210611396UMGKP,194956609162,NIKE MERCURIAL SUPERFLY 8 ACADEMY TF - CV0953-403 - XANH NGỌC,40,1,2150000,hieu110603,Thanh toán khi nhận hàng,Tuyên Quang,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
11/06/2021,210611396UMGKP,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,1,0,hieu110603,Thanh toán khi nhận hàng,Tuyên Quang,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
11/06/2021,210611396UMGKP,Baloxam,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Xám vàng,1,0,hieu110603,Thanh toán khi nhận hàng,Tuyên Quang,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
11/06/2021,21061139K4K0NT,194956609193,NIKE MERCURIAL SUPERFLY 8 ACADEMY TF - CV0953-403 - XANH NGỌC,42,1,2150000,hieu110603,Thanh toán khi nhận hàng,Tuyên Quang,,,,15/06/2021
11/06/2021,21061139K4K0NT,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,1,0,hieu110603,Thanh toán khi nhận hàng,Tuyên Quang,,,,15/06/2021
11/06/2021,21061139K4K0NT,Baloxam,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Xám vàng,1,0,hieu110603,Thanh toán khi nhận hàng,Tuyên Quang,,,,15/06/2021
12/06/2021,2106124YGNA0U9,VOTHF-2,VỚ ĐÁ BÓNG THF,Đen,3,26666.67,ppvtin,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,Hủy bởi người mua,Lý do khác,,
12/06/2021,2106124YGNA0U9,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,1,30000,ppvtin,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,Hủy bởi người mua,Lý do khác,,
12/06/2021,21061251E7G5X8,VOTHF-2,VỚ ĐÁ BÓNG THF,Đen,3,26666.67,ppvtin,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,,,,17/06/2021
12/06/2021,21061251E7G5X8,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,1,30000,ppvtin,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,,,,17/06/2021
12/06/2021,21061254MHD0NE,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,3,26666.67,dino_go,Thanh toán khi nhận hàng,Đồng Nai,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
12/06/2021,21061254R9R8BE,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,3,26666.67,dino_go,Thẻ Tín dụng/Ghi nợ,Đồng Nai,Tự động hủy bởi hệ thống Shopee,Chưa được Thanh Toán,,
12/06/2021,21061254R9R8BE,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,1,30000,dino_go,Thẻ Tín dụng/Ghi nợ,Đồng Nai,Tự động hủy bởi hệ thống Shopee,Chưa được Thanh Toán,,
12/06/2021,2106125S8SF6WF,4063697961203,PUMA FUTURE Z 1.1 PRO CAGE TF - 106381-03 - TRẮNG/CAM,42,1,3200000,Cg13,Thanh toán khi nhận hàng,An Giang,Hủy bởi người mua,Lý do khác,,
12/06/2021,2106125S8SF6WF,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,1,0,Cg13,Thanh toán khi nhận hàng,An Giang,Hủy bởi người mua,Lý do khác,,
12/06/2021,2106125S8SF6WF,Baloxam,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Xám vàng,1,0,Cg13,Thanh toán khi nhận hàng,An Giang,Hủy bởi người mua,Lý do khác,,
12/06/2021,2106125T82XJDT,4063697961203,PUMA FUTURE Z 1.1 PRO CAGE TF - 106381-03 - TRẮNG/CAM,42,1,3200000,Cg13,Thanh toán khi nhận hàng,An Giang,,,,15/06/2021
12/06/2021,2106125T82XJDT,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,1,0,Cg13,Thanh toán khi nhận hàng,An Giang,,,,15/06/2021
12/06/2021,2106125T82XJDT,Baloxam,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Xám vàng,1,0,Cg13,Thanh toán khi nhận hàng,An Giang,,,,15/06/2021
14/06/2021,210614956QHBE1,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,1,30000,sanggtrann97,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,16/06/2021
14/06/2021,210614956QHBE1,VOTHF-2,VỚ ĐÁ BÓNG THF,Đen,1,30000,sanggtrann97,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,16/06/2021
14/06/2021,210614A2SY4GKK,194501114578,NIKE REACT PHANTOM GT PRO TF SPECTRUM – CK8468-400 – XANH BIỂN / BẠC,41,1,2350000,khanhbii140201,Thẻ Tín dụng/Ghi nợ,Bắc Ninh,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
14/06/2021,210614A2SY4GKK,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,1,0,khanhbii140201,Thẻ Tín dụng/Ghi nợ,Bắc Ninh,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
14/06/2021,210614A2SY4GKK,Baloxanhden,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Màu xanh đen,1,0,khanhbii140201,Thẻ Tín dụng/Ghi nợ,Bắc Ninh,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
14/06/2021,210614A49E6TSQ,194501114585,NIKE REACT PHANTOM GT PRO TF SPECTRUM – CK8468-400 – XANH BIỂN / BẠC,42,1,2350000,khanhbii140201,Thẻ Tín dụng/Ghi nợ,Bắc Ninh,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
14/06/2021,210614A49E6TSQ,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,1,0,khanhbii140201,Thẻ Tín dụng/Ghi nợ,Bắc Ninh,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
14/06/2021,210614A49E6TSQ,Baloxanhden,BALO THF - CAM ĐEN / XÁM VÀNG /XANH ĐEN,Màu xanh đen,1,0,khanhbii140201,Thẻ Tín dụng/Ghi nợ,Bắc Ninh,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
14/06/2021,210614A4YW33B3,194501114585,NIKE REACT PHANTOM GT PRO TF SPECTRUM – CK8468-400 – XANH BIỂN / BẠC,42,1,2350000,khanhbii140201,Thẻ Tín dụng/Ghi nợ,Bắc Ninh,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
14/06/2021,210614A4YW33B3,VOTHF-1,VỚ ĐÁ BÓNG THF,Trắng,1,0,khanhbii140201,Thẻ Tín dụng/Ghi nợ,Bắc Ninh,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
